TITLE,MODEL,DESCRIPTION,CONDITION,AVAILABILITY_STATUS,PRICE_LIST,PRICE
Karcher - Aspirator pentru murdarie lichida si aschii IVR-L 120/24-2 Tc *W2K,9.987-888.0,"Raza de lucru de 360 de grade, Curat in toate directiile datorita conectorului rotativ de pe capul de aspirare. Furtun fara rasucire, Sasiu practic basculant, Golire rapida si usoara a containerului: doar inclini in spate si gata!, Rezistent la ulei, Rotile si cablu rezistente la ulei pentru o durata mare de viata asigura mobilitate excelenta chiar si in conditii dificile., Robust și fiabil, Ideal pentru utilizare in industria prelucratoare",Nou,,21001.0,
Karcher - Curatitor si aspirator cu abur SGV 6/5,1.092-000.0,"Curatitor cu aburi si aspirator umed/ uscat intr-un singur aparat: aparatul simplu de utilizat SGV 6/5 permite aplicarea aburilor, iar apa care rezulta poate fi aspirata printr-o singura operatiune. Sertarul integrat de depozitare accesorii impiedica pierderea accesoriilor.,Extrem de eficient atunci când vine vorba de combaterea virusului COVID-19 având o temperatură de 100 °C și o presiune de 6 bari.,Varianta 6/5 vine cu:,- functie de aspirare,- presiunea aburului de 6 bari,Cod de comanda:1.092-000.0 ",Nou,La comanda,22177.0,"18 100,00"
Karcher - Curatitor de piese PC 100 M2 Bio,1.626-722.0,"Aparatul este destinat curăţării manuale a pieselor de o greutate maximă de 100 kg în întreprinderi şi ateliere de prelucrare a metalelor şi de reparaţii. ,Cod de comanda: 1.626-722.0",Nou,,22813.0,"18 039,34"
Karcher - Curatitor si aspirator cu abur SGV 8/5,1.092-010.0,"Aparatul simplu de utilizat SGV 8/5 imbina functiile unui curatitor cu aburi si ale unui aspirator umed/ uscat. Apa in exces este indepartata imediat in timpul aburirii. Cu programe de curatare suplimentare si integrarea accesoriilor.,Extrem de eficient atunci când vine vorba de combaterea virusului COVID-19 având o temperatură de 100 °C și o presiune de 8 bari.,Varianta 8/5 vine cu:,- functie de aspirare,- presiunea aburului de 8 bari,Cod de comanda:1.092-010.0,APARATUL ESTE IN STARE PERFECTA DE FUNCTIONARE CU TOATE ACCESORIILE INCLUS , A FOST VERIFICAT IN SERVICE SI ESTE EXPUS IN MAGAZILUN NOSTRU .",Resigilat,In stoc ,24240.0,"14 900,00"
Karcher - Aspirator murdarie lichida aschii VR-L 100/24-2 *W2K, 9.987-883.0,"IVR-L 100/24-2 — aspiratorul industrial compact cu capacitatea containerului de 100 litri. Aspirarea comodă și separarea ușoară a așchiilor și a fluidelor de tăiere.,cod comanda: 9.987-883.0",Nou,La comanda,20977.0,"14 420,00"
Karcher - Masina de frecat aspirat BR 35/12 C Bp Pack Resigilat,1.783-450.0r,"Agila, usoara, silentioasa: Masina frecat-aspirat BR 35/12 C cu baterie cu reincarcare rapida, Li-ion cu performante superioare, perie rotativa, tehnologie KART si tambur si mod eco.,Cod de comanda:1.783-450.0,APARATUL ESTE IN STARE PERFECTA DE FUNCTIONARE , ARE TOATE ACCESORIILE INCLUSE SI A FOST VERIFICAT DE COLEGII DIN SERVICE .APARATUL A FOST EXPUS IN MAGAZINUL NOSTRU . ",Resigilat,,21710.0,"14 000,00"
Karcher - Aspirator special NT 611 Mwf,1.146-601.0,"Aspirator uscat/ umed profesional cu pompa pentru evacuare integrata pentru firme de curatenie, pompieri si pentru domeniul comercial. Noul aspirator NT 611 Mwf are caracteristici electrice de ultima generatie si respecta cele mai stricte cerinte privind siguranta formulate de brigada de pompieri.,Cod de comanda:1.146-601.0",Nou,La comanda,16700.0,"13 660,00"
Karcher - Aparat pentru curatarea covoarelor BRS 43/500 C,1.006-671.0,"Rezultate exceptionale de curatare, covoarele sunt uscate si gata de reutilizare in numai 20 minute. Folosind tehnologia de incapsulare, aparatul curata covoarele temeinic cu minim de efort si fara intreruperea activitatii.,Aparatul nu are functie de aspirare ,Cod de comanda:1.006-671.0 ",Nou,La comanda,15900.0,"13 000,00"
Karcher - Aparat pentru curatarea covoarelor BRC 30/15 C,1.008-057.0,"Curatare rapida, eficienta, in profunzime a covoarelor printr-un singur proces. Economic pe suprafete cuprinse intre 200 si 800 m². Cod de comanda:1.008-057.0",Nou,,17980.0,"12 900,00"
Karcher - APARAT DE SPĂLAT CU PRESIUNE HD 10/25-4 SXA Plus,1.286-955.0,"Aparatul de curățat cu apă rece de înaltă presiune HD 10/25-4 SXA Plus este fabricat din materiale de cea mai bună calitate pentru performanță maximă.,1.286-955.0",Nou,in stoc ,15525.0,"12 700,00"
Karcher - Masina de frecat aspirat BD 43/35 C Ep,1.515-401.0,Cod de comanda:1.515-401.0,Nou,,17040.0,"12 600,00"
Karcher - MASINA DE FRECAT ASPIRAT BD 50/60 C Ep Classic,1.127-002.0,"Modelul ideal entry-level: BD 50/60 C Ep Classic, masina de frecat-aspirat cu tehnologie disc și rezervor de 60 de litri cu un randament de până la 2000 m² / h.,cod comanda: 1.127-002.0",Nou,La comanda,15400.0,"12 500,00"
Karcher - Masina de frecat aspirat BD 43/25 C Bp,1.515-400.0,cod de comanda:1.515-400.0,Nou,La comanda,16109.0,"12 500,00"
Karcher - APARAT DE SPĂLAT CU PRESIUNE HD 13/18-4 S Plus,1.286-961.0,"Aparat de spalat cu inalta presiune cu apa rece HD 13/18-4 S Plus impresioneaza prin calitate si inalta performanta. Are o duza rotativă Vibrasoft conceputa pentru o ergonomie mai buna.,1.286-961.0",Nou,in stoc ,14600.0,"11 950,00"
Karcher - Masina de frecat- aspirat BD 50/50 C Bp Classic +lama,1.127-001.0,"Modelul BD 50/50 C Bp Classic este un model accesibil, compact din categoria de masini de frecat-aspirat cu baterii. BD 50/50 C Bp Classic poate curăța suprafațe de până la 2000 m² / h.,Nu include baterie si incarcator,Vine cu:,- Perie cu duritate medie,cod comanda: 1.127-001.0",Nou,La comanda,13768.0,"11 800,00"
Karcher - Aparat de curatat cu inalta presiune HD 10/23-4 SX Plus,1.286-924.0,"HD 10/23-4 SX Plus- Aparatul de curatat cu inalta presiune vertical impresioneaza cu pistolul ,EASY!Force,, comutatorul de control al presiunii si o lance de pulverizare de inox.,Modelul Sx vine in plus cu:,-tambur pentru strangerea furtunului de presiune,-20 de metri de furtun,cod comanda: 1.286-924.0",Nou,La comanda,16400.0,"11 500,00"
Karcher - Curatitor cu apa sub presiune HDS 5/15 UX,1.064-913.0,"HDS 5/15 UX: modelul de baza din clasa curatitoarelor cu apa calda sub presiune impresioneaza prin designul sau inovativ si vertical.,Varianta UX vine in plus cu:,- tambur pentru strangerea furtunului de presiune,- furtun de presiune de 15m,cod comanda:  1.064-913.0",Nou,La comanda,14063.0,"11 500,00"
Karcher - MASINA DE FRECAT ASPIRAT BD 30/4 C Bp Pack,1.783-230.0,"Utilizare flexibila, forma ultra compacta, cantareste doar 20 kg: masina de frecat aspirat pe acumulatori BD 30/4 C Bp Pack pentru curatare rapida a suprafetelor de pana la 300 m patrati.,cod comanda: 1.783-230.0",Nou,La comanda,14003.0,"11 400,00"
Karcher - Aparat de curatat cu inalta presiune HD 10/25-4 S Plus,1.286-913.0,"HD 10/25-4 S Plus- aparat de curatat cu inalta presiune, vertical ce impresioneaza cu pistolul ,EASY!Force,, comutatorul pentru reglarea presiunii si Servo Control.,cod comanda: 1.286-913.0",Nou,la comanda ,16100.0,"11 300,00"
Karcher - CURATITOR CU APA SUB PRESIUNE HDS 5/13 UX,1.064-909.0,"Cu o presiune de lucru de 130 bari și tambur încorporat pentru furtun cu furtun de 15 m, aparatul de curățat cu înaltă presiune cu apă caldă HDS 5/13 UX la un preț accesibil impresionează printr-un design vertical inovator.,cod comanda: 1.064-909.0",Nou,La comanda,13139.0,"10 700,00"
Karcher - Aspirator uscat - umed NT 55/2 Tact² Me I,1.667-237.0,"In plus fata de gradul ridicat de mobilitate, randament, robustete si alte caracteristici practice, aspiratorul ofera un sasiu special cu mecanism de stabilizare- ideal pentru aplicatii industriale.,cod comanda: 1.667-237.0",Nou,La comanda,12000.0,"10 500,00"
Karcher - Curatitor cu apa sub presiune HDS 5/15 U,1.064-912.0,"HDS 5/15 U: modelul de baza al clasei de curatitoare cu apa calda sub presiune impresioneaza cu designul sau inovativ, vertical. ,cod comanda : 1.064-912.0",Nou,,12900.0,"10 500,00"
Karcher - Aparat de curatat cu inalta presiune HD 7/15 G,1.187-903.0,"Pentru mobilitate maxima si cele mai bune rezultate chiar in conditii dificile: HD 7/15 G - Aparatul de curatat cu inalta presiune cu apa rece si motor pe benzina ce livreaza 150 bar din gama Gasoline Advanced.,cod comanda: 1.187-903.0",Nou,,12140.0,"9 930,00"
Karcher - ASPIRATOR UMED-USCAT NT 75/2 Tact² Me Tc Adv,1.667-316.0,"Performanțe excelente ale modelelelor cu șasiu basculant în special pentru aplicatiile industriale, unde se solicită îndepărtarea lichidelor, murdăriei și a reziduurilor.,cod comanda: 1.667-316.0",Nou,La comanda,11936.0,"9 700,00"
Karcher - CURATITOR CU APA SUB PRESIUNE HDS 5/13 U,1.064-908.0,"Aparatul de curăţat cu înaltă presiune cu apă caldă HDS 5/13 U la un preţ accesibil impresionează cu o presiune de lucru de 130 bari. Noul design vertical asigură mobilitate şi ergonomie excepţionale.,cod comanda: 1.064-908.0",Nou,La comanda,9944.0,"9 700,00"
Karcher - CURATITOR CU APA SUB PRESIUNE HDS 5/11 UX,1.064-901.0,"Varianta UX vine in plus cu:,- tambur pentru strangerea furtunului de presiune,- furtun de presiune de 15m,cod comanda: 1.064-901.0",Nou,La comanda,11800.0,"9 700,00"
Karcher - ASPIRATOR DE SIGURANTA NT 75/1 Tact Me Te H,1.667-294.0,"Aspirator profesional umed și uscat, cu un container robust din oțel inoxidabil de 75 litri pentru praf din clasa H dăunător sănătății (inclusiv azbest). Cu funcție Te pentru conectarea sculelor electrice.,cod comanda: 1.667-294.0",Nou,La comanda,11808.0,"9 660,00"
Karcher - Aparat de curatat cu inalta presiune HD 728 B Cage,1.187-908.0,"Aparat de curatat cu inalta presiune, mobil, cu apa rece echipat cu motor pe benzina pentru aplicatii multiple.,cod comanda: 1.187-908.0",Nou,La comanda,11480.0,"9 390,00"
Karcher - Aspirator special NT 611 ECO K,1.146-209.0,"Aspirator umed/ uscat comercial, cu un motor, cu o capacitate a rezervorului de 55 l pentru utilizare profesionala in industria mestesugareasca, comert si de catre societatile de curatenie. Echipat in serie cu filtru de murdarie cu particule mari, accesoriu in C-ID 40, suport de accesorii, cablu electric invelit in cauciuc si pompa de apa uzata integrata. Oprire electronica la atingerea nivelujlui maxim de umplere. Sistemul special de filtru permite trecerea de la aspirare umeda la aspirare uscata fara a schimba filtrul, daca se foloseste un filtru optional plat ca filtru principal pentru aspirare, de ex. pentru praf uscat. Sita vibratoare mecanica a filtrului pentru aplicatii uscate (cu filtru plat optional).,cod comanda: 1.146-209.0",Nou,La comanda,11206.0,"9 160,00"
Karcher - APARAT DE SPĂLAT CU PRESIUNE HD 10/25-4 S Classic,1.367-402.0,"Aparatul de curățat cu apă rece de înaltă presiune HD 10/25-4 S Classic este conceput pentru a face față lucrărilor dificile zi de zi.,1.367-402.0",Nou,in stoc ,11126.0,"9 100,00"
Karcher - CURATITOR CU APA SUB PRESIUNE HDS 5/11 U,1.064-900.0,cod comanda: 1.064-900.0,Nou,La comanda,9763.0,"8 900,00"
Karcher - Aparat de curatat cu inalta presiune HD 9/20-4 MX Plus,1.524-927.0,"Aparat de curatat cu inalta presiune fara incalzire cu motor cu 4 poli alimentat in curent alternativ trifazat si dotare deosebita.,Varianta Mx vine in plus cu:,- tambur pentru strangerea furtunului de presiune,- furtun de presiune de 15m,cod comanda: 1.524-927.0",Nou,La comanda,10648.0,"8 600,00"
Karcher - Aparat de curatat cu inalta presiune HD 9/20-4 M Plus,1.524-926.0,"Aparat de curatat cu inalta presiune fara incalzire cu motor alimentat in curent alternativ trifazat cu 4 poli si dotare deosebita.,cod comanda: 1.524-926.0",Nou,,10541.0,"8 600,00"
Karcher - Aparat de curatat cu inalta presiune HD 8/18-4 M Cage *EU-I,1.524-981.0 ,cod comanda: 1.524-981.0,Nou,La comanda,10493.0,"8 580,00"
Karcher - APARAT DE SPĂLAT CU PRESIUNE HD 10/21-4 S Classic,1.367-401.0,"Aparatul de curățat cu apă rece de înaltă presiune HD 10/21-4 S Classic este conceput pentru a face față lucrărilor dificile zi de zi., ,1.367-401.0",Nou,in stoc ,10115.0,"8 300,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 9/20-4 M,1.524-924.0,"Aparat de curatat cu inalta presiune fara incalzire cu motor alimentat in curent alternativ trifazat si dotare deosebita.,cod comanda: 1.524-924.0",Nou,La comanda,10109.0,"8 270,00"
Karcher - Masina de frecat aspirat BR 30/4 C Adv,1.783-213.0,"Masina de frecat aspirat BR 30/4 C este usoara si compacta, cantarind doar 12 kg - ideala pentru aspirarea suprafetelor intre 20 - 200 metri patrati ca o alternativa foarte buna la curatarea manuala. Pardoselile raman uscate si nealunecoase imediat dupa curatare. Potrivite pentru curatarea magazinelor mici, restaurantelor, benzinariilor, zonelor igienice, hotelurilor si zonelor de servire a mesei sau ca ajutor suplimentar pe langa o masina de frecat aspirat deja existenta. Cu aspirare manuala pentru colturi inaccesibile. Este dotata cu role din microfibre pentru curatarea placilor ceramice mici.,cod comanda: 1.783-213.0",Nou,La comanda,11650.0,"8 200,00"
Karcher - Aparat de curatat cu inalta presiune HD 6/16 - 4 Cage Mobil,1.524-940.0 ,"HD 6/16-4 M Cage: Motorul de curent alternativ cu 4 poli, de turație joasă, împreună cu cadrul tubular din oțel vopsit cu pulberi, sunt principalele caracteristici ale aparatului de curățat cu înaltă presiune, eficient din punct de vedere energetic.,cod comanda: 1.524-940.0 ",Nou,La comanda,9822.0,"8 030,00"
Karcher - MASINA DE MATURAT KM 70/30 C Bp Pack,1.517-214.0,"Masina de maturat manuala actionata de ambele roti astfel incat unitatea se balanseaza in mod egal la inclinarile catre stanga si catre dreapta si de asemenea ofera un control foarte bun in linie dreapta. Perii universali impermeabili pentru orice tip de suprafata. Filtru din lana pentru particule fine de praf, cadru robust din plastic, perie rotunda principala reglabila si perii laterale retractabile.,cod comanda: 1.517-214.0",Nou,La comanda,9813.0,"7 900,00"
Karcher - Masina de frecat BDS 43/ Orbital C,1.291-252.0,"Monodisc BDS 43/ Orbital C,cod comanda: 1.291-252.0",Nou,La comanda,11200.0,"7 800,00"
Karcher - APARAT DE SPALAT CU INALTA PRESIUNE HD 10/25-4 S Plus,1.286-960.0,"Aparatul de curatat cu apa rece de inalta presiune HD 10/25-4 S Plus impresioneaza prin performanta si calitate inalta. ,Sisteme de asistență și duză rotativă Vibrasoft concepute având în vedere ergonomia.,1.286-960.0",Nou,in stoc ,13550.0,"7 650,00"
Karcher - Aspirator uscat - umed NT 75/2 Tact² Me Tc,1.667-289.0,"Sistemele Kärcher Tact² sunt populare ca sisteme profesioniste si universale datorita nivelului foarte mare de mobilitate si performantei excelente, constructiei solide si gamei vaste de elemente de design practice. Modelele cu sasiu basculant sunt extrem de eficiente in aplicatiile industriale, unde este necesara indepartarea lichidelor, murdariei si resturilor.,cod comanda: 1.667-289.0",Nou,In stoc ,9500.0,"7 550,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 9/18-4 Cage Classic,1.367-315.0,"Aparatul de curatat cu inalta presiune impresioneaza prin debit de 900 litri/ ora si o presiune de 180 de bari.,cod comanda: 1.367-315.0",Nou,La comanda,8995.0,"7 357,00"
Karcher - Aparat de curatat cu inalta presiune HD 8/18-4M Plus, 1.524-972.0,cod de comanda: 1.524-972.0,Nou,La comanda,8993.0,"7 350,00"
Karcher - Aparat de curatat cu inalta presiune HD 8/18-4 P Modul *EU,1.524-980.0,cod comanda: 1.524-980.0,Nou,La comanda,8890.0,"7 270,00"
Karcher - Aspirator uscat - umed NT 75/2 Tact² Me,1.667-288.0,"Sistemele Kärcher Tact² sunt populare ca sisteme profesioniste si universale datorita nivelului foarte mare de mobilitate si performantei excelente, constructiei solide si gamei vaste de elemente de design practice. NT 75/2 Tact² este echipat standard cu intreg pachetul antistatic. Sistemul face fata chiar si celor mai mari cantitati de praf fin.,cod comanda: 1.667-288.0",Nou,La comanda,8800.0,"7 250,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 8/18-4 M,1.524-970.0,"Aparat de curățat cu înaltă presiune compact, mobil, neîncălzit HD 8/18-4 M Plus, cu motor trifazat cu 4 poli, cu turație redusă și eliberare automată a presiunii. Performanță ridicată de curățare și eficiență energetică.,cod comanda: 1.524-970.0",Nou,La comanda,8813.0,"7 200,00"
Karcher - Dozator de apa WPD 100 Basic aparat de podea,0.300-184.0,"Dispenser de apa pentru un numar de pana la 50 de utilizatori: racordat la reteaua de apa potabila, aparatul cu suport WPD 100 Basic, cu filtrul sau inovativ asigura doua tipuri de calitate a apei.,cod comanda: ,0.300-184.0",Nou,La comanda,10876.0,"7 199,00"
Karcher - Aparat de curatat cu inalta presiune HD 6/16-4 M Plus,1.524-933.0,"Aparatul de curatat cu inalta presiune HD 6/16-4 M cu motor monofazat și pompă axială cu 3 pistoane. Un dispozitiv compact și fiabil, cu performanțe ridicate de curățare și eficiență energetică.,cod comanda: 1.524-933.0",Nou,La comanda,8667.0,"7 090,00"
Karcher - Aparat de curatat cu inalta presiune HD 7/14 -4M Plus *EU,1.524-932.0,cod comanda: 1.524-932.0,Nou,La comanda,8587.0,"7 000,00"
Karcher - Aspirator uscat - umed NT 45/1 Tact Te Ec,1.145-826.0,"Cu NT 45/1 Tact Te Ec ne extindem clasa comerciala de aparate cu un motor cu o versiune inovatoare. Pe langa sistemul de curatare automata a filtrului Tact, acest aspirator umed/ uscat este echipat cu motor Ec fara perii. NT 45/1 Tact Te Ec este pregatit pentru utilizare industriala datorita duratei indelungate de viata a ventilatoarelor sale de 5000 ore.,Cod de comanda:1.145-826.0",Nou,La comanda,8646.0,"6 994,00"
Karcher - Aparat de curatat cu inalta presiune HD 7/14-4 M Cage *EU,1.524-942.0 ,cod comanda: 1.524-942.0,Nou,la comanda ,8594.0,"6 950,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 7/14-4 M,1.524-930.0,"Aparat mobil de curățat cu înaltă presiune HD 7/14-4 M, alimentat cu curent alternativ, cu pompă axială cu 3 pistoane. Aparat compact, fiabil, cu performanțe ridicate de curățare și de eficiență energetică pentru utilizare zilnică.,cod comanda: ,1.524-930.0",Nou,La comanda,8257.0,"6 750,00"
Karcher - APARAT DE SPĂLAT CU PRESIUNE HD 10/21-4 S Plus,1.286-958.0,"Aparatul de curățat cu apă rece de înaltă presiune HD 10/21-4 S Plus oferă performanțe ridicate și calitate premium.,1.286-958.0",Nou,in stoc ,11996.0,"6 700,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 6/16-4 MX Plus,1.524-934.0,cod comanda: 1.524-934.0,Nou,la comanda ,6730.0,"6 650,00"
Karcher - Aspirator cu spalare Puzzi 10/2 Adv,1.193-120.0,"Puzzi 10/2 Adv: Aspirator cu spalare cu dozare detergent anti-spumant, compartiment detergent, carlig integrat pentru cablu, suport pentru manerul prevazut cu teava de aspirare/declansator si priza pentru PW30/1 pentru o zona de actiune imbunatatita.,Pentru a curata o suprafata mai mare va recomandam sa achizitionati separat:,Peria suplimentara PW 30/1,click aici pentru a vizualiza peria,cod comanda: 1.193-120.0",Nou,La comanda,7600.0,"6 250,00"
Karcher - Aspirator uscat - umed NT 65/2 Tact² Tc,1.667-287.0,"Sistemele Kärcher Tact² sunt populare ca sisteme profesioniste si universale datorita nivelului foarte mare de mobilitate si performantei excelente, constructiei solide si gamei vaste de elemente de design practice. Modelele cu sasiu basculant sunt extrem de eficiente in aplicatiile industriale, unde este necesara indepartarea lichidelor, murdariei si resturilor.,cod comanda: 1.667-287.0",Nou,La comanda,7950.0,"6 150,00"
Karcher - MASINA DE FRECAT ASPIRAT BR 30/4 C,1.783-220.0,"Mașina de frecat și uscat BR 30/4 C este ușoară și compactă - cântărind doar 11,5 kg, acest aspirator extrem de inovator și de puternic este ideal pentru curățarea suprafețelor dure de la 20 la 200 m² ca alternativă perfectă la curățarea manuală. Podelele sunt imediat uscate și deloc alunecoase după curățare. Ideal pentru curățarea magazinelor și restaurantelor de mici dimensiuni, a stațiilor de benzină, a supermarketurilor, a zonelor sanitare, a hotelurilor și a zonelor de luat masa sau ca supliment la o mașină existentă de frecat și uscat.,cod comanda: 1.783-220.0",Nou,La comanda,8653.0,"5 999,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 6/15 M Plus,1.150-932.0,"Aparat mobil de curățat cu înaltă presiune HD 6/15 M Plus, alimentat cu curent alternativ, cu pompă axială cu 3 pistoane. Aparat compact, fiabil, cu performanțe ridicate de curățare și de eficiență energetică pentru utilizare zilnică.,cod comanda: 1.150-932.0",Nou,La comanda,7099.0,"5 900,00"
Karcher - CURATITOR CU APA SUB PRESIUNE HD 7/17 M Plus*EU,1.151-932.0,cod comanda: 1.151-932.0,Nou,La comanda,7219.0,"5 900,00"
Karcher - Masina de tuns iarba LM 460 /36Bp,1.042-500.0,"Robustă, fiabilă și oferind rezultate de top în ceea ce privește îngrijirea gazonului: mașina de tuns iarba LM 530/36 Bp alimentată cu acumulatori, cu punte din oțel pentru tuns iarba. Deosebit de flexibilă, cu zgomot redus și zero emisii.,cod comanda: 1.042-500.0",Nou,La comanda,8509.0,"5 850,00"
Karcher - Dozator de apa WPD 100,0.300-174.0,"Dispenserul de apa WPD 100 Basic pentru apa plata racita si la temperatura mediului. Aparatul cu pozitionare pe masa, asigura apa potabila de calitate pentru un numar de pana la 50 de persoane.,cod comanda: 0.300-174.0",Nou,La comanda,8800.0,"5 825,00"
Karcher - Aspirator uscat - umed NT 75/2 Ap Me Tc,1.667-292.0,"Performanta superioara, aspirator uscat/umed cu doua motoare, pentru uz profesional. Curatare eficienta cu aer a filtrului pliat plat, pentru mentinerea constanta a puterii de curatare.,Varianta Ap Me Tc vine in plus cu:,- filtru cu sistem de curatare semi-automata,- cuva de 75 de litri din inox,- sistem electronic de monitorizare a nivelului de umplere,- furtunul pentru evacuare usor a lichidelor,cod comanda: 1.667-292.0",Nou,La comanda,6984.0,"5 700,00"
Karcher - Aspirator uscat - umed NT 65/2 Tact²,1.667-286.0,"Sistemele Kärcher Tact² sunt populare ca sisteme profesioniste si universale datorita nivelului foarte mare de mobilitate si performantei excelente, constructiei solide si gamei vaste de elemente de design practice. NT 65/2 Tact² este echipat standard cu intreg pachetul antistatic. Sistemul face fata chiar si celor mai mari cantitati de praf fin.,cod comanda: 1.667-286.0",Nou,La comanda,6716.0,"5 650,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 9/20-4 Classic,1.367-308.0,"cod comanda: 1.367-308.0,Presiune de : 200 bari",Nou,IN STOC ,6577.0,"5 600,00"
Karcher - ASPIRATOR DE SIGURANTA NT 50/1 Tact Te H,1.148-437.0,"NT 50/1 Tact Te H,Varianta Nt 50/1 Tact Te H vine in plus cu:,- filtru cu sistem automat de curatare,- priza cu sistem automat de pornire/oprire pentru uneltele electrice,- cuva de 50 de litri,cod comanda: 1.148-437.0",Nou,La comanda,7090.0,"5 580,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 7/17 M,1.151-930.0,"Aparatul mobil de curățat cu înaltă presiune HD 7/17 M dispune de o pompă axială robustă cu 3 pistoane, cu pistoane din oțel inoxidabil călit, eliberare automată a presiunii și un motor trifazat fiabil.,cod comanda: 1.151-930.0",Nou,La comanda,6756.0,"5 500,00"
Karcher - Aspirator uscat - umed NT 70/3 Me Tc,1.667-274.0,"Familia NT 70 - aspiratoare mari, puternice, umede/uscate - max. 3 motoare. Modele exceptionale - aplicatii umede/murdarie persistenta. Putere mare + calitate Kärcher testata, la pret redus.,Varianta NT 70/3 Me Tc vine cu:,- 3 motoare,- cuva din inox de 70 de litri,- sasiu basculant,cod comanda: 1.667-274.0",Nou,La comanda,7975.0,"5 470,00"
Karcher - Curatitor cu abur SG 4/4,1.092-104.0,"Aparat de curatat cu abur compact SG 4/4 cu o presiune puternica a aburului de 4 bari. Cu control variabil continuu al volumului de aburi si functie VapoHydro pentru o curatare perfecta si fara utilizarea substantelor chimice.,Curatitor cu aburi fara functie de aspirare,Extrem de eficient atunci când vine vorba de combaterea virusului COVID-19 ,având o temperatură de 100 °C și o presiune de 4 bari.,Cod de comanda:1.092-104.0",Nou,In stoc ,7861.0,"5 390,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 6/15 Cage-Mobil,1.150-970.0,"Conceput pentru uz comercial zilnic, foarte robust, aparatul mobil de curățat cu înaltă presiune HD 6/15 M Cage cu pompă axială cu 3 pistoane și cadru tubular din oțel pentru a proteja unitatea de pompare.,cod comanda: 1.150-970.0",Nou,La comanda,6395.0,"5 300,00"
Karcher - ASPIRATOR DE SIGURANTA NT 50/1 Tact Te M,1.148-435.0,"Dezvoltat pentru cantități foarte mari de pulberi fine periculoase din clasa M: aspirator umed și uscat 50/1 ,Tact, Te M, de mari dimensiuni și foarte mobil, cu container de 50 litri și mâner reglabil de împingere.,Nt 50/1 Tact Te M,Varianta Tact Te M vine in plus cu:,- filtru cu sistem automat de curatare,- priza cu sistem automat de pornire/oprire pentru uneltele electrice,- cuva de 50 de litri,- clasa de praf M,-Sistem anti-static,cod comanda: 1.148-435.0",Nou,La comanda,6500.0,"5 300,00"
Karcher - Generator PGG 8/3 pe benzina,1.042-209.0,"Generatorul de curent PGG 8/3 cu o putere de 7 kW este predestinat pentru alimentarea cu energie electrică pe șantierele de construcții, în agricultură și pentru alte aplicații.,cod comanda: 1.042-209.0",Nou,LA COMANDA ,7800.0,"5 200,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 6/13 C Plus + FR Classic,1.520-953.0,"Aparat de curatat cu apa rece sub presiune HD 6/13 C + FR pentru funcționare verticală si orizontală. Cu spatiu depozitare accesorii, cilindru din alama si depresurizare automata.,cod comanda: 1.520-953.0",Nou,La comanda,6295.0,"5 200,00"
Karcher - Aparat de curatat cu inalta presiune HD 7/17 P Modul,1.151-950.0,cod comanda: 1.151-950.0,Nou,La comanda,6313.0,"5 170,00"
Karcher - Generator PGG 6/1 pe benzina,1.042-208.0,"Cu o putere de 5 kW, generatorul de curent PGG 6/1 impresionează cu o autonomie de până la 10 ore de alimentare cu energie electrică în multe aplicații practice comerciale și municipale.,cod comanda: 1.042-208.0",Nou,La comanda,6520.0,"5 100,00"
Karcher - ASPIRATOR UMED-USCAT NT 65/2 Ap Me,1.667-299.0,"Aspirator umed și uscat de înaltă performanță, cu două motoare, pentru uz profesional. Curățarea eficientă a filtrului cutat plat cu jeturi de aer asigură o putere constant ridicată de aspirare.,cod comanda: 1.667-299.0",Nou,La comanda,6135.0,"5 100,00"
Karcher - Aparat de curatat cu inalta presiune HD 6/13 CX Plus *EU,1.520-952.0,"Comod, mobil, versatil: aparat de curatat cu apa rece sub presiune HD 6/13 CX Plus pentru uz vertical si orizontal. Cu spatiu depozitare accesorii, cilindru din alama + depresurizare automata.,Varianta Cx vine in plus cu :,- tambur pentru strangerea furtunului de presiune,- furtun de presiune de 15m,cod comanda: 1.520-952.0",Nou,La comanda,6189.0,"5 060,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 6/15 M,1.150-930.0,"Aparat mobil de curățat cu înaltă presiune HD 6/15 M, alimentat cu curent alternativ, cu pompă axială cu 3 pistoane. Aparat compact, fiabil, cu performanțe ridicate de curățare și de eficiență energetică pentru utilizare zilnică.,cod comanda: 1.150-930.0",Nou,La comanda,6128.0,"5 000,00"
